"year","zone","type","ratio"
"2009","S01002039","Pre 1991",0
"2010","S01002039","Pre 1991",0
"2011","S01002039","Pre 1991",0
"2012","S01002039","Pre 1991",0
"2013","S01002039","Pre 1991",0
"2013","S01002039","All",0
"2009","S01002039","All",0
"2004","S01002039","All",0
"2012","S01002039","All",0
"2005","S01002039","All",0
"2010","S01002039","All",0
"2006","S01002039","All",0
"2014","S01002039","All",0
"2007","S01002039","All",0
"2011","S01002039","All",0
"2008","S01002039","All",0
"2004","S01002040","Pre 1991",0
"2005","S01002040","Pre 1991",0
"2006","S01002040","Pre 1991",0
"2007","S01002040","Pre 1991",0
"2008","S01002040","Pre 1991",0
"2009","S01002040","Pre 1991",0
"2010","S01002040","Pre 1991",0
"2011","S01002040","Pre 1991",0
"2012","S01002040","Pre 1991",0
"2013","S01002040","Pre 1991",0
"2013","S01002040","All",0
"2009","S01002040","All",34
"2004","S01002040","All",0
"2012","S01002040","All",0
"2005","S01002040","All",0
"2010","S01002040","All","33.4"
"2006","S01002040","All",0
"2014","S01002040","All",0
"2007","S01002040","All",0
"2011","S01002040","All","33.4"
"2008","S01002040","All",34
"2004","S01002041","Pre 1991",0
"2005","S01002041","Pre 1991",0
"2006","S01002041","Pre 1991",0
"2007","S01002041","Pre 1991",0
"2008","S01002041","Pre 1991",0
"2009","S01002041","Pre 1991",0
"2010","S01002041","Pre 1991",0
"2011","S01002041","Pre 1991",0
"2012","S01002041","Pre 1991","9.4"
"2013","S01002041","Pre 1991",0
"2013","S01002041","All",0
"2009","S01002041","All",100
"2004","S01002041","All",0
"2012","S01002041","All","9.4"
"2005","S01002041","All",100
"2010","S01002041","All",100
"2006","S01002041","All",100
"2014","S01002041","All",0
"2007","S01002041","All","100.7"
"2011","S01002041","All",100
"2008","S01002041","All",100
"2004","S01002042","Pre 1991",0
"2005","S01002042","Pre 1991",0
"2006","S01002042","Pre 1991",0
"2007","S01002042","Pre 1991",0
"2008","S01002042","Pre 1991",0
"2009","S01002042","Pre 1991",0
"2010","S01002042","Pre 1991",0
"2011","S01002042","Pre 1991",0
"2012","S01002042","Pre 1991",0
"2013","S01002042","Pre 1991",0
"2013","S01002042","All",0
"2009","S01002042","All",0
"2004","S01002042","All",0
"2012","S01002042","All",0
"2005","S01002042","All",0
"2010","S01002042","All",0
"2006","S01002042","All",0
"2014","S01002042","All",0
"2007","S01002042","All",0
"2011","S01002042","All",0
"2008","S01002042","All",0
"2004","S01002043","Pre 1991",0
"2005","S01002043","Pre 1991",0
"2006","S01002043","Pre 1991",0
"2007","S01002043","Pre 1991",0
"2008","S01002043","Pre 1991",0
"2009","S01002043","Pre 1991",0
"2010","S01002043","Pre 1991",0
"2011","S01002043","Pre 1991",0
"2012","S01002043","Pre 1991",0
"2013","S01002043","Pre 1991",0
"2013","S01002043","All","69.8"
"2009","S01002043","All","70.1"
"2004","S01002043","All",0
"2012","S01002043","All","69.7"
"2005","S01002043","All","17.8"
"2010","S01002043","All","69.7"
"2006","S01002043","All","17.3"
"2014","S01002043","All","69.8"
"2007","S01002043","All","18.1"
"2011","S01002043","All","69.7"
"2008","S01002043","All","15.4"
"2004","S01002044","Pre 1991",0
"2005","S01002044","Pre 1991",0
"2006","S01002044","Pre 1991",0
"2007","S01002044","Pre 1991",0
"2008","S01002044","Pre 1991",0
"2009","S01002044","Pre 1991",0
"2010","S01002044","Pre 1991",0
"2011","S01002044","Pre 1991",0
"2012","S01002044","Pre 1991",0
"2013","S01002044","Pre 1991",0
"2013","S01002044","All",0
"2009","S01002044","All",0
"2004","S01002044","All",0
"2012","S01002044","All",0
"2005","S01002044","All",0
"2010","S01002044","All",0
"2006","S01002044","All",0
"2014","S01002044","All",0
"2007","S01002044","All",0
"2011","S01002044","All",0
"2008","S01002044","All",0
"2004","S01002045","Pre 1991",0
"2005","S01002045","Pre 1991",0
"2006","S01002045","Pre 1991",0
"2007","S01002045","Pre 1991",0
"2008","S01002045","Pre 1991",0
"2009","S01002045","Pre 1991",0
"2010","S01002045","Pre 1991",0
"2011","S01002045","Pre 1991",0
"2012","S01002045","Pre 1991","10.1"
"2013","S01002045","Pre 1991",0
"2013","S01002045","All",0
"2009","S01002045","All","5.9"
"2004","S01002045","All",0
"2012","S01002045","All","10.1"
"2005","S01002045","All",0
"2010","S01002045","All","5.8"
"2006","S01002045","All",0
"2014","S01002045","All",0
"2007","S01002045","All",0
"2011","S01002045","All",0
"2008","S01002045","All","5.9"
"2004","S01002046","Pre 1991",0
"2005","S01002046","Pre 1991",0
"2006","S01002046","Pre 1991",0
"2007","S01002046","Pre 1991",0
"2008","S01002046","Pre 1991",0
"2009","S01002046","Pre 1991",0
"2010","S01002046","Pre 1991",0
"2011","S01002046","Pre 1991",0
"2012","S01002046","Pre 1991",0
"2013","S01002046","Pre 1991",0
"2013","S01002046","All",0
"2009","S01002046","All","99.3"
"2004","S01002046","All",0
"2012","S01002046","All",0
"2005","S01002046","All","26.7"
"2010","S01002046","All","99.3"
"2006","S01002046","All",14
"2014","S01002046","All",0
"2007","S01002046","All","14.1"
"2011","S01002046","All","99.3"
"2008","S01002046","All","99.5"
"2004","S01002047","Pre 1991",0
"2005","S01002047","Pre 1991",0
"2006","S01002047","Pre 1991",0
"2007","S01002047","Pre 1991",0
"2008","S01002047","Pre 1991",0
"2009","S01002047","Pre 1991",0
"2010","S01002047","Pre 1991",0
"2011","S01002047","Pre 1991",0
"2012","S01002047","Pre 1991","6.7"
"2013","S01002047","Pre 1991",0
"2013","S01002047","All",0
"2009","S01002047","All",100
"2004","S01002047","All",0
"2012","S01002047","All","6.7"
"2005","S01002047","All",100
"2010","S01002047","All",100
"2006","S01002047","All",100
"2014","S01002047","All",0
"2007","S01002047","All","98.4"
"2011","S01002047","All",100
"2008","S01002047","All",100
"2004","S01002048","Pre 1991",0
"2005","S01002048","Pre 1991",0
"2006","S01002048","Pre 1991",0
"2007","S01002048","Pre 1991",0
"2008","S01002048","Pre 1991","53.9"
"2009","S01002048","Pre 1991","53.9"
"2010","S01002048","Pre 1991",0
"2011","S01002048","Pre 1991",0
"2012","S01002048","Pre 1991","4.3"
"2013","S01002048","Pre 1991",0
"2013","S01002048","All",0
"2009","S01002048","All","53.9"
"2004","S01002048","All",0
"2012","S01002048","All","4.3"
"2005","S01002048","All",0
"2010","S01002048","All",0
"2006","S01002048","All",0
"2014","S01002048","All",0
"2007","S01002048","All",0
"2011","S01002048","All",0
"2008","S01002048","All","53.9"
"2004","S01002049","Pre 1991",0
"2005","S01002049","Pre 1991",0
"2006","S01002049","Pre 1991",0
"2007","S01002049","Pre 1991",0
"2008","S01002049","Pre 1991",0
"2009","S01002049","Pre 1991",0
"2010","S01002049","Pre 1991",0
"2011","S01002049","Pre 1991",0
"2012","S01002049","Pre 1991",0
"2013","S01002049","Pre 1991",0
"2013","S01002049","All",0
"2009","S01002049","All","4.1"
"2004","S01002049","All",0
"2012","S01002049","All",0
"2005","S01002049","All",0
"2010","S01002049","All","4.2"
"2006","S01002049","All",0
"2014","S01002049","All",0
"2007","S01002049","All",0
"2011","S01002049","All","4.2"
"2008","S01002049","All","4.1"
"2004","S01002050","Pre 1991",0
"2005","S01002050","Pre 1991",0
"2006","S01002050","Pre 1991",0
"2007","S01002050","Pre 1991",0
"2008","S01002050","Pre 1991",0
"2009","S01002050","Pre 1991",0
"2010","S01002050","Pre 1991",0
"2011","S01002050","Pre 1991",0
"2012","S01002050","Pre 1991","0.5"
"2013","S01002050","Pre 1991",0
"2013","S01002050","All",0
"2009","S01002050","All",0
"2004","S01002050","All",0
"2012","S01002050","All","0.5"
"2005","S01002050","All",0
"2010","S01002050","All",0
"2006","S01002050","All",0
"2014","S01002050","All",0
"2007","S01002050","All",0
"2011","S01002050","All",0
"2008","S01002050","All",0
"2004","S01002051","Pre 1991",0
"2005","S01002051","Pre 1991",0
"2006","S01002051","Pre 1991",0
"2007","S01002051","Pre 1991",0
"2008","S01002051","Pre 1991",0
"2009","S01002051","Pre 1991",0
"2010","S01002051","Pre 1991",0
"2011","S01002051","Pre 1991",0
"2012","S01002051","Pre 1991",0
"2013","S01002051","Pre 1991",0
"2013","S01002051","All",0
"2009","S01002051","All",0
"2004","S01002051","All",0
"2012","S01002051","All",0
"2005","S01002051","All",0
"2010","S01002051","All",0
"2006","S01002051","All",0
"2014","S01002051","All",0
"2007","S01002051","All",0
"2011","S01002051","All",0
"2008","S01002051","All",0
"2004","S01002052","Pre 1991",0
"2005","S01002052","Pre 1991",0
"2006","S01002052","Pre 1991",0
"2007","S01002052","Pre 1991",0
"2008","S01002052","Pre 1991",0
"2009","S01002052","Pre 1991",0
"2010","S01002052","Pre 1991",0
"2011","S01002052","Pre 1991",0
"2012","S01002052","Pre 1991",0
"2013","S01002052","Pre 1991",0
"2013","S01002052","All",0
"2009","S01002052","All",3
"2004","S01002052","All",0
"2012","S01002052","All",0
"2005","S01002052","All",0
"2010","S01002052","All","2.9"
"2006","S01002052","All",0
"2014","S01002052","All",0
"2007","S01002052","All",0
"2011","S01002052","All","2.9"
"2008","S01002052","All",3
"2004","S01002053","Pre 1991",0
"2005","S01002053","Pre 1991",0
"2006","S01002053","Pre 1991",0
"2007","S01002053","Pre 1991",0
"2008","S01002053","Pre 1991",0
"2009","S01002053","Pre 1991",0
"2010","S01002053","Pre 1991",0
"2011","S01002053","Pre 1991",0
"2012","S01002053","Pre 1991",0
"2013","S01002053","Pre 1991",0
"2013","S01002053","All",0
"2009","S01002053","All","33.5"
"2004","S01002053","All",0
"2012","S01002053","All",0
"2005","S01002053","All","84.6"
"2010","S01002053","All","33.6"
"2006","S01002053","All","92.5"
"2014","S01002053","All",0
"2007","S01002053","All","87.9"
"2011","S01002053","All","33.6"
"2008","S01002053","All","33.5"
"2004","S01002054","Pre 1991",0
"2005","S01002054","Pre 1991",0
"2006","S01002054","Pre 1991",0
"2007","S01002054","Pre 1991",0
"2008","S01002054","Pre 1991","35.2"
"2009","S01002054","Pre 1991","35.2"
"2010","S01002054","Pre 1991",0
"2011","S01002054","Pre 1991",0
"2012","S01002054","Pre 1991","8.7"
"2013","S01002054","Pre 1991",0
"2013","S01002054","All",0
"2009","S01002054","All","35.2"
"2004","S01002054","All",0
"2012","S01002054","All","8.7"
"2005","S01002054","All",0
"2010","S01002054","All",0
"2006","S01002054","All",0
"2014","S01002054","All",0
"2007","S01002054","All",0
"2011","S01002054","All",0
"2008","S01002054","All","35.2"
"2004","S01002055","Pre 1991",0
"2005","S01002055","Pre 1991",0
"2006","S01002055","Pre 1991",0
"2007","S01002055","Pre 1991",0
"2008","S01002055","Pre 1991",0
"2009","S01002055","Pre 1991",0
"2010","S01002055","Pre 1991",0
"2011","S01002055","Pre 1991",0
"2012","S01002055","Pre 1991","5.8"
"2013","S01002055","Pre 1991",0
"2013","S01002055","All",0
"2009","S01002055","All",0
"2004","S01002055","All",0
"2012","S01002055","All","5.8"
"2005","S01002055","All",0
"2010","S01002055","All",0
"2006","S01002055","All",0
"2014","S01002055","All",0
"2007","S01002055","All",0
"2011","S01002055","All",0
"2008","S01002055","All",0
"2004","S01002056","Pre 1991",0
"2005","S01002056","Pre 1991",0
"2006","S01002056","Pre 1991",0
"2007","S01002056","Pre 1991",0
"2008","S01002056","Pre 1991",0
"2009","S01002056","Pre 1991",0
"2010","S01002056","Pre 1991",0
"2011","S01002056","Pre 1991",0
"2012","S01002056","Pre 1991","0.3"
"2013","S01002056","Pre 1991",0
"2013","S01002056","All","69.8"
"2009","S01002056","All","66.2"
"2004","S01002056","All",0
"2012","S01002056","All",66
"2005","S01002056","All","55.3"
"2010","S01002056","All","65.9"
"2006","S01002056","All","55.5"
"2014","S01002056","All","69.8"
"2007","S01002056","All",56
"2011","S01002056","All","65.9"
"2008","S01002056","All",51
"2004","S01002057","Pre 1991",0
"2005","S01002057","Pre 1991",0
"2006","S01002057","Pre 1991",0
"2007","S01002057","Pre 1991",0
"2008","S01002057","Pre 1991",0
"2009","S01002057","Pre 1991",0
"2010","S01002057","Pre 1991",0
"2011","S01002057","Pre 1991",0
"2012","S01002057","Pre 1991","0.3"
"2013","S01002057","Pre 1991",0
"2013","S01002057","All",0
"2009","S01002057","All",0
"2004","S01002057","All",0
"2012","S01002057","All","0.3"
"2005","S01002057","All",0
"2010","S01002057","All",0
"2006","S01002057","All",0
"2014","S01002057","All",0
"2007","S01002057","All",0
"2011","S01002057","All",0
"2008","S01002057","All",0
"2004","S01002058","Pre 1991",0
"2005","S01002058","Pre 1991",0
"2006","S01002058","Pre 1991",0
"2007","S01002058","Pre 1991",0
"2008","S01002058","Pre 1991",0
"2009","S01002058","Pre 1991",0
"2010","S01002058","Pre 1991",0
"2011","S01002058","Pre 1991",0
"2012","S01002058","Pre 1991",0
"2013","S01002058","Pre 1991",0
"2013","S01002058","All",0
"2009","S01002058","All","99.4"
"2004","S01002058","All",0
"2012","S01002058","All",0
"2005","S01002058","All","76.4"
"2010","S01002058","All","99.4"
"2006","S01002058","All",64
"2014","S01002058","All",0
"2007","S01002058","All","64.7"
"2011","S01002058","All","99.4"
"2008","S01002058","All","99.8"
"2004","S01002059","Pre 1991",0
"2005","S01002059","Pre 1991",0
"2006","S01002059","Pre 1991",0
"2007","S01002059","Pre 1991",0
"2008","S01002059","Pre 1991",0
"2009","S01002059","Pre 1991",0
"2010","S01002059","Pre 1991",0
"2011","S01002059","Pre 1991",0
"2012","S01002059","Pre 1991",0
"2013","S01002059","Pre 1991",0
"2013","S01002059","All",0
"2009","S01002059","All","50.8"
"2004","S01002059","All",0
"2012","S01002059","All",0
"2005","S01002059","All",0
"2010","S01002059","All","50.7"
"2006","S01002059","All",0
"2014","S01002059","All",0
"2007","S01002059","All",0
"2011","S01002059","All","50.7"
"2008","S01002059","All","50.8"
"2004","S01002060","Pre 1991",0
"2005","S01002060","Pre 1991",0
"2006","S01002060","Pre 1991",0
"2007","S01002060","Pre 1991",0
"2008","S01002060","Pre 1991",0
"2009","S01002060","Pre 1991",0
"2010","S01002060","Pre 1991",0
"2011","S01002060","Pre 1991",0
"2012","S01002060","Pre 1991",0
"2013","S01002060","Pre 1991",0
"2013","S01002060","All",0
"2009","S01002060","All",0
"2004","S01002060","All",0
"2012","S01002060","All",0
"2005","S01002060","All",0
"2010","S01002060","All",0
"2006","S01002060","All",0
"2014","S01002060","All",0
"2007","S01002060","All",0
"2011","S01002060","All",0
"2008","S01002060","All",0
"2004","S01002061","Pre 1991",0
"2005","S01002061","Pre 1991",0
"2006","S01002061","Pre 1991",0
"2007","S01002061","Pre 1991",0
"2008","S01002061","Pre 1991",0
"2009","S01002061","Pre 1991",0
"2010","S01002061","Pre 1991",0
"2011","S01002061","Pre 1991",0
"2012","S01002061","Pre 1991",0
"2013","S01002061","Pre 1991",0
"2013","S01002061","All",0
"2009","S01002061","All","39.3"
"2004","S01002061","All",0
"2012","S01002061","All",0
"2005","S01002061","All",100
"2010","S01002061","All",40
"2006","S01002061","All",100
"2014","S01002061","All",0
"2007","S01002061","All","99.6"
"2011","S01002061","All",40
"2008","S01002061","All","39.3"
"2004","S01002062","Pre 1991",0
"2005","S01002062","Pre 1991",0
"2006","S01002062","Pre 1991",0
"2007","S01002062","Pre 1991",0
"2008","S01002062","Pre 1991",0
"2009","S01002062","Pre 1991",0
"2010","S01002062","Pre 1991",0
"2011","S01002062","Pre 1991",0
"2012","S01002062","Pre 1991",0
"2013","S01002062","Pre 1991",0
"2013","S01002062","All",0
"2009","S01002062","All",0
"2004","S01002062","All",0
"2012","S01002062","All",0
"2005","S01002062","All",0
"2010","S01002062","All",0
"2006","S01002062","All",0
"2014","S01002062","All",0
"2007","S01002062","All",0
"2011","S01002062","All",0
"2008","S01002062","All",0
"2004","S01002063","Pre 1991",0
"2005","S01002063","Pre 1991",0
"2006","S01002063","Pre 1991",0
"2007","S01002063","Pre 1991",0
"2008","S01002063","Pre 1991",0
"2009","S01002063","Pre 1991",0
"2010","S01002063","Pre 1991",0
"2011","S01002063","Pre 1991",0
"2012","S01002063","Pre 1991","6.7"
"2013","S01002063","Pre 1991",0
"2013","S01002063","All",0
"2009","S01002063","All",100
"2004","S01002063","All",0
"2012","S01002063","All","6.7"
"2005","S01002063","All",100
"2010","S01002063","All",100
"2006","S01002063","All",100
"2014","S01002063","All",0
"2007","S01002063","All","89.7"
"2011","S01002063","All",100
"2008","S01002063","All",100
"2004","S01002064","Pre 1991",0
"2005","S01002064","Pre 1991",0
"2006","S01002064","Pre 1991",0
"2007","S01002064","Pre 1991",0
"2008","S01002064","Pre 1991","0.2"
"2009","S01002064","Pre 1991","0.2"
"2010","S01002064","Pre 1991","0.3"
"2011","S01002064","Pre 1991","0.3"
"2012","S01002064","Pre 1991","0.3"
"2013","S01002064","Pre 1991","0.3"
"2013","S01002064","All","0.3"
"2009","S01002064","All","11.3"
"2004","S01002064","All",0
"2012","S01002064","All","0.3"
"2005","S01002064","All",0
"2010","S01002064","All","10.8"
"2006","S01002064","All",0
"2014","S01002064","All","0.3"
"2007","S01002064","All",0
"2011","S01002064","All","10.8"
"2008","S01002064","All","11.3"
"2004","S01002065","Pre 1991",0
"2005","S01002065","Pre 1991",0
"2006","S01002065","Pre 1991",0
"2007","S01002065","Pre 1991",0
"2008","S01002065","Pre 1991",0
"2009","S01002065","Pre 1991",0
"2010","S01002065","Pre 1991",0
"2011","S01002065","Pre 1991",0
"2012","S01002065","Pre 1991",0
"2013","S01002065","Pre 1991",0
"2013","S01002065","All",0
"2009","S01002065","All",0
"2004","S01002065","All",0
"2012","S01002065","All",0
"2005","S01002065","All",0
"2010","S01002065","All",0
"2006","S01002065","All","4.8"
"2014","S01002065","All",0
"2007","S01002065","All","4.9"
"2011","S01002065","All",0
"2008","S01002065","All",0
"2004","S01002066","Pre 1991","1.4"
"2005","S01002066","Pre 1991","1.4"
"2006","S01002066","Pre 1991","1.1"
"2007","S01002066","Pre 1991","1.1"
"2008","S01002066","Pre 1991","0.7"
"2009","S01002066","Pre 1991","0.7"
"2010","S01002066","Pre 1991","0.7"
"2011","S01002066","Pre 1991","0.7"
"2012","S01002066","Pre 1991","0.7"
"2013","S01002066","Pre 1991","0.9"
"2013","S01002066","All","0.9"
"2009","S01002066","All","0.7"
"2004","S01002066","All","1.4"
"2012","S01002066","All","0.7"
"2005","S01002066","All","1.4"
"2010","S01002066","All","1.2"
"2006","S01002066","All","1.4"
"2014","S01002066","All","0.7"
"2007","S01002066","All","1.4"
"2011","S01002066","All","1.2"
"2008","S01002066","All","0.7"
"2004","S01002067","Pre 1991",0
"2005","S01002067","Pre 1991",0
"2006","S01002067","Pre 1991",0
"2007","S01002067","Pre 1991",0
"2008","S01002067","Pre 1991",0
"2009","S01002067","Pre 1991",0
"2010","S01002067","Pre 1991",0
"2011","S01002067","Pre 1991",0
"2012","S01002067","Pre 1991",0
"2013","S01002067","Pre 1991",0
"2013","S01002067","All",0
"2009","S01002067","All",0
"2004","S01002067","All",0
"2012","S01002067","All",0
"2005","S01002067","All",0
"2010","S01002067","All",0
"2006","S01002067","All",0
"2014","S01002067","All",0
"2007","S01002067","All",0
"2011","S01002067","All",0
"2008","S01002067","All",0
"2004","S01002068","Pre 1991",0
"2005","S01002068","Pre 1991",0
"2006","S01002068","Pre 1991",0
"2007","S01002068","Pre 1991",0
"2008","S01002068","Pre 1991",0
"2009","S01002068","Pre 1991",0
"2010","S01002068","Pre 1991",0
"2011","S01002068","Pre 1991",0
"2012","S01002068","Pre 1991",0
"2013","S01002068","Pre 1991",0
"2013","S01002068","All",0
"2009","S01002068","All","99.8"
"2004","S01002068","All",0
"2012","S01002068","All",0
"2005","S01002068","All",42
"2010","S01002068","All","99.8"
"2006","S01002068","All","37.4"
"2014","S01002068","All",0
"2007","S01002068","All","35.6"
"2011","S01002068","All","99.8"
"2008","S01002068","All",100
"2004","S01002069","Pre 1991",0
"2005","S01002069","Pre 1991",0
"2006","S01002069","Pre 1991",0
"2007","S01002069","Pre 1991",0
"2008","S01002069","Pre 1991",0
"2009","S01002069","Pre 1991",0
"2010","S01002069","Pre 1991",0
"2011","S01002069","Pre 1991",0
"2012","S01002069","Pre 1991",6
"2013","S01002069","Pre 1991",0
"2013","S01002069","All",0
"2009","S01002069","All",0
"2004","S01002069","All",0
"2012","S01002069","All",6
"2005","S01002069","All",0
"2010","S01002069","All",0
"2006","S01002069","All",0
"2014","S01002069","All",0
"2007","S01002069","All",0
"2011","S01002069","All",0
"2008","S01002069","All",0
"2004","S01002070","Pre 1991",0
"2005","S01002070","Pre 1991",0
"2006","S01002070","Pre 1991",0
"2007","S01002070","Pre 1991",0
"2008","S01002070","Pre 1991",0
"2009","S01002070","Pre 1991",0
"2010","S01002070","Pre 1991",0
"2011","S01002070","Pre 1991",0
"2012","S01002070","Pre 1991",0
"2013","S01002070","Pre 1991",0
"2013","S01002070","All",0
"2009","S01002070","All",0
"2004","S01002070","All",0
"2012","S01002070","All",0
"2005","S01002070","All",0
"2010","S01002070","All",0
"2006","S01002070","All",0
"2014","S01002070","All",0
"2007","S01002070","All",0
"2011","S01002070","All",0
"2008","S01002070","All",0
"2004","S01002071","Pre 1991",0
"2005","S01002071","Pre 1991",0
"2006","S01002071","Pre 1991",0
"2007","S01002071","Pre 1991",0
"2008","S01002071","Pre 1991",0
"2009","S01002071","Pre 1991",0
"2010","S01002071","Pre 1991",0
"2011","S01002071","Pre 1991",0
"2012","S01002071","Pre 1991",0
"2013","S01002071","Pre 1991",0
"2013","S01002071","All",0
"2009","S01002071","All",0
"2004","S01002071","All",0
"2012","S01002071","All",0
"2005","S01002071","All",0
"2010","S01002071","All",0
"2006","S01002071","All",0
"2014","S01002071","All",0
"2007","S01002071","All",0
"2011","S01002071","All",0
"2008","S01002071","All",0
"2004","S01002072","Pre 1991",0
"2005","S01002072","Pre 1991",0
"2006","S01002072","Pre 1991",0
"2007","S01002072","Pre 1991",0
"2008","S01002072","Pre 1991","21.4"
"2009","S01002072","Pre 1991","21.4"
"2010","S01002072","Pre 1991","21.4"
"2011","S01002072","Pre 1991","21.4"
"2012","S01002072","Pre 1991","21.4"
"2013","S01002072","Pre 1991",22
"2013","S01002072","All","49.5"
"2009","S01002072","All","46.7"
"2004","S01002072","All",0
"2012","S01002072","All","46.8"
"2005","S01002072","All","16.2"
"2010","S01002072","All","46.8"
"2006","S01002072","All","18.8"
"2014","S01002072","All","49.5"
"2007","S01002072","All","18.8"
"2011","S01002072","All","46.8"
"2008","S01002072","All",38
"2004","S01002073","Pre 1991",0
"2005","S01002073","Pre 1991",0
"2006","S01002073","Pre 1991",0
"2007","S01002073","Pre 1991",0
"2008","S01002073","Pre 1991",0
"2009","S01002073","Pre 1991",0
"2010","S01002073","Pre 1991",0
"2011","S01002073","Pre 1991",0
"2012","S01002073","Pre 1991",0
"2013","S01002073","Pre 1991",0
"2013","S01002073","All",0
"2009","S01002073","All",100
"2004","S01002073","All",0
"2012","S01002073","All",0
"2005","S01002073","All",100
"2010","S01002073","All",100
"2006","S01002073","All",100
"2014","S01002073","All",0
"2007","S01002073","All","97.8"
"2011","S01002073","All",100
"2008","S01002073","All",100
"2004","S01002074","Pre 1991",0
"2005","S01002074","Pre 1991",0
"2006","S01002074","Pre 1991",0
"2007","S01002074","Pre 1991",0
"2008","S01002074","Pre 1991",0
"2009","S01002074","Pre 1991",0
"2010","S01002074","Pre 1991",0
"2011","S01002074","Pre 1991",0
"2012","S01002074","Pre 1991",0
"2013","S01002074","Pre 1991",0
"2013","S01002074","All",0
"2009","S01002074","All",0
"2004","S01002074","All",0
"2012","S01002074","All",0
"2005","S01002074","All",0
"2010","S01002074","All",0
"2006","S01002074","All",0
"2014","S01002074","All",0
"2007","S01002074","All",0
"2011","S01002074","All",0
"2008","S01002074","All",0
"2004","S01002075","Pre 1991",0
"2005","S01002075","Pre 1991",0
"2006","S01002075","Pre 1991",0
"2007","S01002075","Pre 1991",0
"2008","S01002075","Pre 1991","99.8"
"2009","S01002075","Pre 1991","99.8"
"2010","S01002075","Pre 1991","99.8"
"2011","S01002075","Pre 1991","99.8"
"2012","S01002075","Pre 1991","99.8"
"2013","S01002075","Pre 1991","99.8"
"2013","S01002075","All","99.8"
"2009","S01002075","All","99.8"
"2004","S01002075","All",0
"2012","S01002075","All","99.8"
"2005","S01002075","All","2.8"
"2010","S01002075","All","99.8"
"2006","S01002075","All","2.8"
"2014","S01002075","All","99.8"
"2007","S01002075","All",0
"2011","S01002075","All","99.8"
"2008","S01002075","All","99.8"
"2004","S01002076","Pre 1991",0
"2005","S01002076","Pre 1991",0
"2006","S01002076","Pre 1991",0
"2007","S01002076","Pre 1991",0
"2008","S01002076","Pre 1991",0
"2009","S01002076","Pre 1991",0
"2010","S01002076","Pre 1991",0
"2011","S01002076","Pre 1991",0
"2012","S01002076","Pre 1991","1.2"
"2013","S01002076","Pre 1991",0
"2013","S01002076","All",0
"2009","S01002076","All",26
"2004","S01002076","All",0
"2012","S01002076","All","1.2"
"2005","S01002076","All","54.5"
"2010","S01002076","All","25.8"
"2006","S01002076","All","58.2"
"2014","S01002076","All",0
"2007","S01002076","All","55.7"
"2011","S01002076","All","25.8"
"2008","S01002076","All",26
"2004","S01002077","Pre 1991",0
"2005","S01002077","Pre 1991",0
"2006","S01002077","Pre 1991",0
"2007","S01002077","Pre 1991",0
"2008","S01002077","Pre 1991",0
"2009","S01002077","Pre 1991",0
"2010","S01002077","Pre 1991",0
"2011","S01002077","Pre 1991",0
"2012","S01002077","Pre 1991",0
"2013","S01002077","Pre 1991",0
"2013","S01002077","All",0
"2009","S01002077","All",100
"2004","S01002077","All",0
"2012","S01002077","All",0
"2005","S01002077","All",0
"2010","S01002077","All",100
"2006","S01002077","All",0
"2014","S01002077","All",0
"2007","S01002077","All",0
"2011","S01002077","All",0
"2008","S01002077","All",100
"2004","S01002078","Pre 1991",0
"2005","S01002078","Pre 1991",0
"2006","S01002078","Pre 1991",0
"2007","S01002078","Pre 1991",0
"2008","S01002078","Pre 1991",0
"2009","S01002078","Pre 1991",0
"2010","S01002078","Pre 1991",0
"2011","S01002078","Pre 1991",0
"2012","S01002078","Pre 1991",0
"2013","S01002078","Pre 1991",0
"2013","S01002078","All","13.2"
"2009","S01002078","All","67.7"
"2004","S01002078","All",4
"2012","S01002078","All","14.1"
"2005","S01002078","All",4
"2010","S01002078","All","67.6"
"2006","S01002078","All","3.4"
"2014","S01002078","All","12.9"
"2007","S01002078","All","3.5"
"2011","S01002078","All","14.1"
"2008","S01002078","All","68.5"
"2004","S01002079","Pre 1991",0
"2005","S01002079","Pre 1991",0
"2006","S01002079","Pre 1991",0
"2007","S01002079","Pre 1991",0
"2008","S01002079","Pre 1991",0
"2009","S01002079","Pre 1991",0
"2010","S01002079","Pre 1991",0
"2011","S01002079","Pre 1991",0
"2012","S01002079","Pre 1991",0
"2013","S01002079","Pre 1991",0
"2013","S01002079","All",0
"2009","S01002079","All",100
"2004","S01002079","All",0
"2012","S01002079","All",0
"2005","S01002079","All",100
"2010","S01002079","All",100
"2006","S01002079","All",100
"2014","S01002079","All",0
"2007","S01002079","All","96.3"
"2011","S01002079","All",100
"2008","S01002079","All",100
"2004","S01002080","Pre 1991",0
"2005","S01002080","Pre 1991",0
"2006","S01002080","Pre 1991",0
"2007","S01002080","Pre 1991",0
"2008","S01002080","Pre 1991",0
"2009","S01002080","Pre 1991",0
"2010","S01002080","Pre 1991",0
"2011","S01002080","Pre 1991",0
"2012","S01002080","Pre 1991",0
"2013","S01002080","Pre 1991",0
"2013","S01002080","All",0
"2009","S01002080","All",0
"2004","S01002080","All",0
"2012","S01002080","All",0
"2005","S01002080","All",0
"2010","S01002080","All",0
"2006","S01002080","All",0
"2014","S01002080","All",0
"2007","S01002080","All",0
"2011","S01002080","All",0
